unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W105,2296,2283,13,True,No,2,0,True,mul,"[13, 9, 44, 31, 18, 35, 4, 26, 11]","[13, 9, 44, 31, 18, 35, 4, 26, 11]",[13],13,"[26, 18, 44, 31, 35]",[26],26,4.1868
W107,2296,2283,13,True,No,2,0,True,mul,"[26, 52, 39, 13, 48, 17, 9, 4, 22, 30, 35, 43, 56]","[26, 52, 39, 13, 48, 17, 9, 4, 22, 30, 35, 43, 56]",[26],26,"[52, 39, 48, 17, 9, 56, 22, 30, 35, 43]",[52],52,2.1383
W109,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 48, 13, 4, 22, 39, 2, 35, 9, 30, 24, 17, 28, 57, 44, 50]","[52, 26, 48, 13, 4, 22, 39, 2, 35, 9, 30, 24, 17, 28, 57, 44, 50]",[52],52,"[52, 48, 44, 39, 35, 9, 30, 17, 28, 57, 50]",[52],52,2.1911
W110,392,379,13,True,No,1,0,True,mul,"[3, 52, 4, 22, 19, 17, 18]","[3, 52, 4, 22, 19, 17, 18]",[3],3,"[18, 52, 22, 19, 17]",[18],18,1.875
W111,392,379,13,True,No,1,0,True,add,"[17, 4, 26, 9, 52, 21, 30]","[17, 4, 26, 9, 52, 21, 30]",[17],17,"[17, 52, 9, 21, 30]",[17],17,1.858
W112,2296,2283,13,True,No,2,0,True,mul,"[26, 52, 13, 2, 48, 39, 22, 50, 4, 24, 35, 17, 28, 41, 37, 11, 15, 9, 6, 44]","[26, 52, 13, 2, 48, 39, 22, 50, 4, 24, 35, 17, 28, 41, 37, 11, 15, 9, 6, 44]",[26],26,"[52, 48, 39, 44, 50, 35, 17, 28, 41, 37, 15, 9]",[52],52,2.23
W114,1057,1044,13,True,No,1,0,True,mul,"[13, 39, 18, 52, 4, 22, 26, 35, 57, 48]","[13, 39, 18, 52, 4, 22, 26, 35, 57, 48]",[13],13,"[52, 39, 18, 22, 35, 57, 48]",[52],52,1.9957
W117,862,849,13,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9209
W113,1057,1044,13,True,No,1,0,True,mul,"[26, 8, 18, 38, 4, 30, 13, 20, 22]","[26, 8, 18, 38, 4, 30, 13, 20, 22]",[26],26,"[26, 8, 18, 38, 20, 30, 22]",[26],26,2.0615
W118,657,644,13,True,No,1,0,True,mul,"[4, 13, 9, 22, 26, 35, 39, 17, 30, 48, 52, 5, 8, 43, 18, 57, 44, 31, 56]","[4, 13, 9, 22, 26, 35, 39, 17, 30, 48, 52, 5, 8, 43, 18, 57, 44, 31, 56]",[4],4,"[56, 52, 18, 44, 35, 39, 17, 30, 48, 43, 57, 31]",[56],56,1.9169
