unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
Q416,52,44,8,True,No,0,0,True,add,[2],[2],[2],2,[2],[2],2,1.7922
Q417,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8032
Q418,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7982
Q419,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0196
Q42,44,36,8,True,No,0,0,True,add,[2],[2],[2],2,[2],[2],2,1.7393
Q420,52,44,8,True,No,1,0,True,mul,[2],[2],[2],2,[2],[2],2,2.1084
Q421,52,44,8,True,No,1,0,True,add,[3],[3],[3],3,[3],[3],3,1.871
Q422,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7114
Q423,52,44,8,True,No,2,0,False,,[],[1],[1],1,[1],[1],1,1.7563
Q424,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7713
Q425,52,44,8,True,No,2,0,False,,[],[1],[1],1,[1],[1],1,1.6745
Q426,34,26,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.6446
Q427,34,26,8,True,No,0,0,False,,[],[1],[1],1,[1],[1],1,1.6915
Q429,34,26,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.6915
Q428,34,26,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9229
Q43,44,36,8,True,No,0,2,True,add,[2],[2],[2],2,[2],[2],2,1.9677
Q430,34,26,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9438
Q432,52,44,8,True,No,1,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9747
Q431,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0166
Q433,52,44,8,True,No,1,1,True,mul,"[4, 2, 8]","[4, 2, 8]",[4],4,[8],[8],8,2.0525
Q434,52,44,8,True,No,1,1,True,mul,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.4345
Q436,52,44,8,True,No,1,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.24
Q435,52,44,8,True,No,1,0,True,add,"[4, 2]","[4, 2]",[4],4,[4],[4],4,2.3806
Q437,52,44,8,True,No,1,1,True,mul,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.1802
Q438,52,44,8,True,No,1,1,True,add,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.3118
Q44,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.1532
Q439,52,44,8,True,No,1,1,True,mul,[4],[4],[4],4,[4],[4],4,2.1772
Q440,52,44,8,True,No,1,1,True,add,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0485
Q441,52,44,8,True,No,1,0,True,add,[4],[4],[4],4,[4],[4],4,2.0685
Q443,52,44,8,True,No,1,1,True,add,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,1.8072
Q442,52,44,8,True,No,2,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9029
Q444,52,44,8,True,No,2,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.854
Q445,52,44,8,True,No,1,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9857
Q447,52,44,8,True,No,1,1,True,mul,[4],[4],[4],4,[4],[4],4,1.9797
Q446,52,44,8,True,No,1,1,True,mul,[4],[4],[4],4,[4],[4],4,2.0655
Q448,52,44,8,True,No,1,1,True,add,"[2, 4]","[2, 4]",[2],2,[4],[4],4,1.9358
Q449,52,44,8,True,No,1,0,True,add,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.8979
Q45,44,36,8,True,No,2,0,False,,[],[1],[1],1,[1],[1],1,1.868
Q450,52,44,8,True,No,1,1,True,mul,"[2, 4]","[2, 4]",[2],2,[4],[4],4,1.874
Q451,52,44,8,True,No,1,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.1124
Q452,52,44,8,True,No,1,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9887
Q454,52,44,8,True,No,1,1,True,mul,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,1.9328
Q453,52,44,8,True,No,1,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0675
Q455,52,44,8,True,No,1,1,True,mul,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0196
Q456,52,44,8,True,No,2,1,True,mul,"[2, 4]","[2, 4]",[2],2,[4],[4],4,2.1134
Q457,52,44,8,True,No,1,1,True,add,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9328
Q458,52,44,8,True,No,2,1,True,add,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9867
Q459,52,44,8,True,No,2,1,True,mul,"[2, 4]","[2, 4]",[2],2,[4],[4],4,1.887
Q460,52,44,8,True,No,1,1,True,mul,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,1.9099
Q461,52,44,8,True,No,1,1,True,add,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,1.9907
Q46,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0555
Q462,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.883
Q463,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7972
Q464,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9707
Q465,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7802
Q466,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.868
Q469,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9358
Q468,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9917
Q467,52,44,8,True,No,1,1,True,add,[2],[2],[2],2,[2],[2],2,2.1343
Q47,44,36,8,True,No,1,1,True,add,[4],[4],[4],4,[4],[4],4,2.2041
Q470,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0864
Q471,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9129
Q472,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.2629
Q473,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.87
Q475,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8471
Q474,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9318
Q476,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9468
Q477,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8341
Q478,52,44,8,True,No,0,2,True,add,[2],[2],[2],2,[2],[2],2,1.8271
Q479,52,44,8,True,No,0,2,True,add,[2],[2],[2],2,[2],[2],2,1.9069
