unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
Q171,44,36,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,2.0485
Q172,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0405
Q173,46,38,8,True,No,1,0,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0784
Q174,42,34,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,2.1512
Q175,44,36,8,True,No,0,0,True,[2],[2],[2],2,[2],[2],2,2.259
Q176,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9997
Q177,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.1283
Q178,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.1822
Q179,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.2071
Q18,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1153
Q180,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.0036
Q181,43,35,8,True,No,1,1,True,"[4, 2]","[4, 2]",[4],4,[4],[4],4,2.1463
Q182,44,36,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,2.1881
Q183,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2141
Q184,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.1931
Q185,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.1792
Q186,44,36,8,True,No,0,2,True,"[2, 3]","[2, 3]",[2],2,"[2, 3]",[2],2,2.2231
Q187,44,36,8,True,Yes,0,0,True,[4],[4],[4],4,[4],[4],4,2.2051
Q188,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.2759
Q189,45,37,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1413
Q19,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0565
Q190,45,37,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.255
Q191,44,36,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,1.9917
Q192,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2929
Q193,44,36,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.2709
Q194,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.3238
Q195,43,35,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.3557
Q196,45,37,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.3447
Q197,44,36,8,True,No,0,1,True,[4],[4],[4],4,[4],[4],4,2.5821
Q198,46,38,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.233
Q199,44,36,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.3437
Q2,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0984
Q20,46,38,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.869
Q200,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9967
Q201,43,35,8,True,Yes,1,0,False,[],[1],[1],1,[1],[1],1,2.0515
Q202,43,35,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,1.9568
Q203,45,37,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9588
Q204,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,1.8421
Q205,59,51,8,True,No,2,1,True,"[2, 4]","[2, 4]",[2],2,[4],[4],4,2.0555
Q206,59,51,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.1363
Q207,59,51,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0346
Q208,59,51,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0326
Q209,59,51,8,True,No,1,1,True,"[2, 4]","[2, 4]",[2],2,[4],[4],4,1.9628
Q21,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,1.9588
Q210,59,51,8,True,No,0,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0036
Q211,59,51,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9907
Q212,59,51,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.1064
Q213,59,51,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.1822
Q214,64,56,8,True,No,2,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0196
Q215,64,56,8,True,No,2,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0904
Q216,64,56,8,True,No,2,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0585
Q217,64,56,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0535
Q218,64,56,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0176
Q219,64,56,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.1552
Q22,44,36,8,True,No,0,0,True,[4],[4],[4],4,[4],[4],4,1.9727
Q220,64,56,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,1.9318
Q221,68,60,8,True,No,1,0,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0745
Q222,32,24,8,True,Maybe,1,1,True,[4],[4],[4],4,[4],[4],4,1.858
Q223,68,60,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0894
Q224,64,56,8,True,No,0,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9378
Q225,64,56,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0715
Q226,64,56,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0495
Q227,68,60,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.0645
Q228,32,24,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,1.8959
Q229,68,60,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,1.9717
Q23,44,36,8,True,Yes,1,1,True,[9],[9],[9],9,[9],[9],9,1.9179
Q230,71,63,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0425
Q231,71,63,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0465
Q232,71,63,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0405
Q233,71,63,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.1961
Q234,71,63,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1552
Q235,71,63,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0735
Q236,71,63,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1652
Q237,71,63,8,True,No,2,0,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.1652
Q238,71,63,8,True,No,2,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.1034
Q239,69,61,8,True,No,1,2,True,"[2, 4]","[2, 4]",[2],2,[4],[4],4,1.9887
Q24,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9578
Q240,68,60,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1832
Q241,35,27,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9817
Q242,35,27,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9857
Q243,35,27,8,True,No,0,1,True,[2],[2],[2],2,[2],[2],2,2.1542
Q244,35,27,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0824
Q245,35,27,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1921
Q246,35,27,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9298
Q247,51,43,8,True,No,0,0,True,[2],[2],[2],2,[2],[2],2,2.0954
Q248,51,43,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0266
Q249,51,43,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9368
Q25,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9677
Q250,51,43,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9717
Q251,56,48,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,1.9877
Q252,72,64,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.2759
Q253,72,64,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0695
Q254,72,64,8,True,No,1,0,True,[16],[16],[16],16,[16],[16],16,1.9727
Q255,72,64,8,True,No,0,1,True,[2],[2],[2],2,[2],[2],2,2.3298
Q256,72,64,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2969
Q257,72,64,8,True,No,0,2,True,[2],[2],[2],2,[2],[2],2,2.1842
Q258,72,64,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9907
Q259,71,63,8,True,No,1,0,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.1084
Q26,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0395
Q260,68,60,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9498
Q261,69,61,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9418
Q262,68,60,8,True,No,1,0,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.1233
Q263,72,64,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.0705
Q264,72,64,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0685
Q265,72,64,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2639
Q266,72,64,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9767
Q267,72,64,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.1333
Q268,72,64,8,True,No,1,0,True,[8],[8],[8],8,[8],[8],8,2.1443
Q269,72,64,8,True,No,1,0,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.2041
Q27,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9438
Q270,72,64,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1094
Q271,64,56,8,True,No,0,0,True,[2],[2],[2],2,[2],[2],2,2.0874
Q272,52,44,8,True,No,0,2,True,[2],[2],[2],2,[2],[2],2,2.0794
Q273,59,51,8,True,No,0,0,True,[2],[2],[2],2,[2],[2],2,1.9757
Q274,64,56,8,True,No,1,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.1961
Q275,64,56,8,True,No,2,1,True,"[4, 8, 12]","[4, 8, 12]",[4],4,"[12, 8]",[12],12,2.0385
Q276,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9478
Q277,64,56,8,True,No,1,0,True,"[4, 2]","[4, 2]",[4],4,[4],[4],4,2.0086
Q278,40,32,8,True,No,1,0,True,[2],[2],[2],2,[2],[2],2,1.9448
Q279,40,32,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0784
Q28,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9997
Q280,48,40,8,True,No,1,1,True,[12],[12],[12],12,[12],[12],12,1.9747
Q281,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9937
Q282,44,36,8,True,No,2,1,True,[4],[4],[4],4,[4],[4],4,2.0774
Q283,44,36,8,True,No,2,1,True,"[4, 2]","[4, 2]",[4],4,[4],[4],4,2.0465
Q284,68,60,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9927
Q285,42,34,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0176
Q286,45,37,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0575
Q287,50,42,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9747
Q288,52,44,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0894
Q289,52,44,8,True,No,2,0,False,[],[1],[1],1,[1],[1],1,1.8491
Q29,45,37,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.0156
Q290,52,44,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0645
Q291,24,16,8,True,Maybe,1,0,False,[],[1],[1],1,[1],[1],1,1.9797
Q292,52,44,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0605
Q293,52,44,8,True,No,2,0,False,[],[1],[1],1,[1],[1],1,1.9987
Q294,52,44,8,True,No,2,0,False,[],[1],[1],1,[1],[1],1,2.0824
Q295,52,44,8,True,No,2,0,True,[4],[4],[4],4,[4],[4],4,2.0495
Q296,52,44,8,True,No,2,0,False,[],[1],[1],1,[1],[1],1,2.0096
